record_id,timestamp,order_id,product_id,product_category,quantity,unit_price,total_price,supplier_id,supplier_region,warehouse_id,warehouse_region,lead_time_days,transportation_delay_days,fulfillment_status,inventory_level,reorder_point,demand_forecast,demand_forecast_confidence,agent_decision,decision_reason,procurement_cost,transportation_cost,holding_cost,penalty_cost,carbon_emissions_kg,customer_satisfaction_score,anomalies_flag,agent_observation,agent_action_text
R-000506,2025-11-21T01:45:26.767525,1865e296-e94e-4f4a-8c44-1a01379f8072,P-1646,apparel,7.0,39.67,277.69,S-044,South America,W-06,Europe,4.0,3.0,processing,335.0,72.0,24.0,0.33,do_nothing,inventory sufficient for forecast,277.69,43.1,33.5,0.0,9.7,3.3,False,"Order 1865e296-e94e-4f4a-8c44-1a01379f8072: product P-1646 (apparel), qty 7, inventory 335, forecast 24 (conf 0.33)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000507,2025-11-21T01:55:26.767525,75e6f9f4-33ad-4437-b5a5-fb11d4290986,P-2299,apparel,1.0,47.18,47.18,S-035,Oceania,W-15,Africa,9.0,2.0,processing,281.0,37.0,4.0,0.14,do_nothing,inventory sufficient for forecast,47.18,105.02,28.1,0.0,3.49,4.23,False,"Order 75e6f9f4-33ad-4437-b5a5-fb11d4290986: product P-2299 (apparel), qty 1, inventory 281, forecast 4 (conf 0.14)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000508,2025-11-21T02:05:26.767525,bc092421-28cb-41ab-9183-20d2f73d3eac,P-6595,apparel,1.0,35.47,35.47,S-005,South America,W-06,North America,6.0,0.0,shipped,114.0,49.0,12.0,0.1,do_nothing,inventory sufficient for forecast,35.47,47.56,11.4,0.0,4.66,4.18,False,"Order bc092421-28cb-41ab-9183-20d2f73d3eac: product P-6595 (apparel), qty 1, inventory 114, forecast 12 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000509,2025-11-21T02:15:26.767525,97dce2b9-d335-49f0-9ff0-43adc3261458,P-4452,food,1.0,10.33,10.33,S-020,Africa,W-03,Oceania,4.0,2.0,returned,146.0,68.0,15.0,0.36,do_nothing,inventory sufficient for forecast,10.33,113.09,14.6,2.07,3.73,4.03,False,"Order 97dce2b9-d335-49f0-9ff0-43adc3261458: product P-4452 (food), qty 1, inventory 146, forecast 15 (conf 0.36)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000510,2025-11-21T02:25:26.767525,ceca141d-6289-4f44-92ee-f9fdfdea1010,P-2610,furniture,3.0,368.76,1106.28,S-018,Oceania,W-20,North America,6.0,1.0,processing,225.0,41.0,15.0,0.88,do_nothing,inventory sufficient for forecast,1106.28,48.27,22.5,0.0,13.82,4.12,False,"Order ceca141d-6289-4f44-92ee-f9fdfdea1010: product P-2610 (furniture), qty 3, inventory 225, forecast 15 (conf 0.88)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000511,2025-11-21T02:35:26.767525,ad69ce1f-f018-45db-969e-ef4cbfc0ac0a,P-1470,apparel,2.0,28.95,57.9,S-047,North America,W-03,South America,8.0,0.0,delivered,364.0,40.0,1110.2185528461482,0.83,do_nothing,inventory sufficient for forecast,57.9,55.65,36.4,0.0,3.68,3.65,False,"Order ad69ce1f-f018-45db-969e-ef4cbfc0ac0a: product P-1470 (apparel), qty 2, inventory 364, forecast 14 (conf 0.83)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000512,2025-11-21T02:45:26.767525,2d3052e2-c137-41c3-a65f-739d8ccc5519,P-1898,furniture,1.0,402.14,402.14,S-001,South America,W-17,North America,10.0,3.0,delivered,179.0,65.0,4.0,0.92,do_nothing,inventory sufficient for forecast,402.14,61.55,17.9,0.0,6.49,4.89,False,"Order 2d3052e2-c137-41c3-a65f-739d8ccc5519: product P-1898 (furniture), qty 1, inventory 179, forecast 4 (conf 0.92)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000513,2025-11-21T02:55:26.767525,22b13295-5462-4900-8123-4a78751bdaa2,P-9452,electronics,8.0,183.05,1464.4,S-002,Asia,W-16,South America,5.0,2.0,processing,150.0,66.0,8.0,0.59,do_nothing,inventory sufficient for forecast,1464.4,87.19,15.0,0.0,34.52,3.9,False,"Order 22b13295-5462-4900-8123-4a78751bdaa2: product P-9452 (electronics), qty 8, inventory 150, forecast 8 (conf 0.59)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000514,2025-11-21T03:05:26.767525,2a62c533-b198-4036-8708-20576858102d,P-9192,automotive,5.0,177.15,885.75,S-007,Africa,W-06,Europe,9.0,4.0,processing,149.0,34.0,17.0,0.94,do_nothing,inventory sufficient for forecast,885.75,132.43,14.9,0.0,8.17,4.48,False,"Order 2a62c533-b198-4036-8708-20576858102d: product P-9192 (automotive), qty 5, inventory 149, forecast 17 (conf 0.94)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000515,2025-11-21T03:15:26.767525,244e11ed-103d-4f49-9a5c-e2410c628d0f,P-2241,automotive,2.0,139.69,279.38,S-010,Asia,W-05,Asia,9.0,1.0,delivered,213.0,66.0,27.0,0.63,do_nothing,inventory sufficient for forecast,279.38,95.46,21.3,0.0,6.39,3.8,False,"Order 244e11ed-103d-4f49-9a5c-e2410c628d0f: product P-2241 (automotive), qty 2, inventory 213, forecast 27 (conf 0.63)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000516,2025-11-21T03:25:26.767525,ddaf0d8d-9318-423f-af32-c37d1796bde5,P-1833,furniture,1.0,313.41,313.41,S-035,Europe,W-17,Oceania,7.0,0.0,delivered,189.0,40.0,6.0,0.18,do_nothing,inventory sufficient for forecast,313.41,42.67,18.9,0.0,3.85,4.9,False,"Order ddaf0d8d-9318-423f-af32-c37d1796bde5: product P-1833 (furniture), qty 1, inventory 189, forecast 6 (conf 0.18)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000517,2025-11-21T03:35:26.767525,72d81d06-b976-4424-b679-d4e160deb25b,P-5764,pharma,1.0,37.63,37.63,ERR_44a895,Europe,W-12,South America,4.0,5.0,delivered,211.0,67.0,33.0,0.31,do_nothing,inventory sufficient for forecast,37.63,143.74,21.1,0.0,5.11,3.78,False,"Order 72d81d06-b976-4424-b679-d4e160deb25b: product P-5764 (pharma), qty 1, inventory 211, forecast 33 (conf 0.31)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000518,2025-11-21T03:45:26.767525,c8fa37fd-e111-40c5-b999-38a10a26bf80,P-8522,electronics,2.0,155.26,310.52,S-040,North America,W-11,Asia,9.0,4.0,processing,266.0,45.0,0.0,0.81,do_nothing,inventory sufficient for forecast,310.52,58.81,26.6,0.0,7.35,4.3,False,"Order c8fa37fd-e111-40c5-b999-38a10a26bf80: product P-8522 (electronics), qty 2, inventory 266, forecast 0 (conf 0.81)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000519,2025-11-21T03:55:26.767525,12a3d429-f547-477a-8fff-e882a82d2b3e,P-4976,automotive,6.0,135.43,812.58,S-022,North America,W-03,Asia,5.0,,shipped,127.0,37.0,20.0,0.78,do_nothing,inventory sufficient for forecast,812.58,62.22,12.7,0.0,22.96,4.19,False,"Order 12a3d429-f547-477a-8fff-e882a82d2b3e: product P-4976 (automotive), qty 6, inventory 127, forecast 20 (conf 0.78)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000520,2025-11-21T04:05:26.767525,89bdec5c-ea74-4657-97e4-fa193971002e,P-3784,apparel,1.0,32.28,32.28,S-048,Europe,W-14,Oceania,4.0,3.0,processing,283.0,32.0,24.0,0.89,do_nothing,inventory sufficient for forecast,32.28,105.92,28.3,0.0,5.43,4.06,False,"Order 89bdec5c-ea74-4657-97e4-fa193971002e: product P-3784 (apparel), qty 1, inventory 283, forecast 24 (conf 0.89)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000521,2025-11-21T04:15:26.767525,b36029e3-f9ac-4eef-9fbd-e4af7056411d,P-8853,apparel,1.0,34.11,34.11,S-002,North America,W-06,South America,3.0,0.0,shipped,267.0,45.0,23.0,0.64,do_nothing,inventory sufficient for forecast,34.11,5.1,903.8199947238616,0.0,2.37,4.08,False,"Order b36029e3-f9ac-4eef-9fbd-e4af7056411d: product P-8853 (apparel), qty 1, inventory 267, forecast 23 (conf 0.64)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000522,2025-11-21T04:25:26.767525,67c4338b-6a38-4fcf-9620-33a71143f94a,P-6992,automotive,4.0,111.04,444.16,,Africa,W-19,South America,5.0,1.0,returned,132.0,43.0,39.0,,do_nothing,inventory sufficient for forecast,444.16,49.31,13.2,88.83,,3.7,False,"Order 67c4338b-6a38-4fcf-9620-33a71143f94a: product P-6992 (automotive), qty 4, inventory 132, forecast 39 (conf 0.99)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000523,2025-11-21T04:35:26.767525,9bd91e5e-9e69-4eb3-bb90-e13c7b86bdc9,P-8649,electronics,1.0,232.76,22237.656191854596,S-040,South America,W-10,Africa,5.0,0.0,shipped,157.0,77.0,0.0,0.1,do_nothing,inventory sufficient for forecast,232.76,25.08,15.7,0.0,3.98,4.53,False,"Order 9bd91e5e-9e69-4eb3-bb90-e13c7b86bdc9: product P-8649 (electronics), qty 1, inventory 157, forecast 0 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000524,2025-11-21T04:45:26.767525,742d6b07-09d8-4ec9-856b-2aba42de33a5,P-3152,automotive,1.0,183.43,183.43,S-040,North America,W-09,South America,4.0,0.0,delivered,105.0,46.0,7.0,0.14,do_nothing,inventory sufficient for forecast,183.43,51.53,10.5,0.0,4.99,3.91,False,"Order 742d6b07-09d8-4ec9-856b-2aba42de33a5: product P-3152 (automotive), qty 1, inventory 105, forecast 7 (conf 0.14)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000525,2025-11-21T04:55:26.767525,d12048a4-9a21-4902-83cb-63011e78c380,P-2551,apparel,1.0,38.92,38.92,S-033,North America,W-16,Oceania,2.0,2.0,shipped,290.0,42.0,20.0,0.78,do_nothing,inventory sufficient for forecast,38.92,33.02,29.0,0.0,4.38,4.27,False,"Order d12048a4-9a21-4902-83cb-63011e78c380: product P-2551 (apparel), qty 1, inventory 290, forecast 20 (conf 0.78)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000526,2025-11-21T05:05:26.767525,4401d602-e3b6-45a0-aa43-12d08b42c5e6,P-3651,apparel,6.0,36.04,216.24,S-005,North America,W-12,Europe,8.0,2.0,shipped,173.0,61.0,40.0,0.51,do_nothing,inventory sufficient for forecast,216.24,24.95,17.3,0.0,9.23,3.86,True,"Order 4401d602-e3b6-45a0-aa43-12d08b42c5e6: product P-3651 (apparel), qty 6, inventory 173, forecast 40 (conf 0.51)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000527,2025-11-21T05:15:26.767525,b36f9a53-def4-407c-9808-b91215b1c53d,P-1662,automotive,1.0,133.35,133.35,S-031,Africa,W-02,Oceania,7.0,1.0,cancelled,337.0,51.0,11.0,0.72,do_nothing,inventory sufficient for forecast,133.35,67.26,33.7,26.67,0.85,3.64,False,"Order b36f9a53-def4-407c-9808-b91215b1c53d: product P-1662 (automotive), qty 1, inventory 337, forecast 11 (conf 0.72)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000528,2025-11-21T05:25:26.767525,bfba2e54-1938-42e3-a0a3-253f45ee607f,P-3666,electronics,1.0,161.93,161.93,S-021,Oceania,W-18,North America,3.0,0.0,shipped,115.0,54.0,38.0,0.38,do_nothing,inventory sufficient for forecast,161.93,54.7,11.5,0.0,4.94,4.23,False,"Order bfba2e54-1938-42e3-a0a3-253f45ee607f: product P-3666 (electronics), qty 1, inventory 115, forecast 38 (conf 0.38)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000529,ERR_3881eb,6fee7cd2-dc56-493b-8539-f0868c9519f7,P-9761,apparel,2.0,36.92,73.84,S-040,North America,W-14,Asia,9.0,0.0,shipped,151.0,49.0,8.0,0.4,do_nothing,inventory sufficient for forecast,73.84,59.33,15.1,0.0,7.49,2.77,False,"Order 6fee7cd2-dc56-493b-8539-f0868c9519f7: product P-9761 (apparel), qty 2, inventory 151, forecast 8 (conf 0.4)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000530,2025-11-21T05:45:26.767525,5c2b8159-a54c-48ed-b2c2-fbc571921ac0,P-7737,automotive,3.0,136.39,409.17,S-049,Asia,W-13,South America,13.0,4.0,shipped,142.0,47.0,29.0,0.51,do_nothing,inventory sufficient for forecast,409.17,61.48,14.2,0.0,10.65,3.71,ERR_fc4453,"Order 5c2b8159-a54c-48ed-b2c2-fbc571921ac0: product P-7737 (automotive), qty 3, inventory 142, forecast 29 (conf 0.51)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000531,2025-11-21T05:55:26.767525,88a82558-592b-429d-a243-86317b12b19b,P-9072,pharma,1.0,16.88,16.88,S-011,Africa,W-01,Europe,6.0,0.0,processing,157.0,49.0,27.0,0.45,do_nothing,inventory sufficient for forecast,16.88,64.44,15.7,0.0,1.12,5.0,False,"Order 88a82558-592b-429d-a243-86317b12b19b: product P-9072 (pharma), qty 1, inventory 157, forecast 27 (conf 0.45)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000532,2025-11-21T06:05:26.767525,3b7934f9-c8be-4865-b08d-569e7e44e81a,P-5280,furniture,1.0,429.68,429.68,S-025,Europe,W-03,Asia,7.0,0.0,processing,132.0,59.0,30.0,0.34,do_nothing,inventory sufficient for forecast,429.68,77.72,13.2,0.0,3.59,4.12,False,"Order 3b7934f9-c8be-4865-b08d-569e7e44e81a: product P-5280 (furniture), qty 1, inventory 132, forecast 30 (conf 0.34)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000533,2025-11-21T06:15:26.767525,8967212f-fda7-4c6a-ba24-de8d08b60faa,P-5910,automotive,6.0,152.27,913.62,S-012,Europe,W-20,North America,2.0,3.0,processing,146.0,38.0,26.0,0.59,do_nothing,inventory sufficient for forecast,913.62,27.82,14.6,0.0,22.17,3.23,False,"Order 8967212f-fda7-4c6a-ba24-de8d08b60faa: product P-5910 (automotive), qty 6, inventory 146, forecast 26 (conf 0.59)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000534,2025-11-21T06:25:26.767525,4749baa6-3f74-41bc-9663-c33dbd544336,P-7879,furniture,3.0,344.17,1032.51,S-011,Europe,W-16,Europe,4.0,4.0,delivered,168.0,29.0,24.0,0.17,do_nothing,inventory sufficient for forecast,1032.51,153.03,16.8,0.0,13.27,4.21,True,"Order 4749baa6-3f74-41bc-9663-c33dbd544336: product P-7879 (furniture), qty 3, inventory 168, forecast 24 (conf 0.17)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000535,2025-11-21T06:35:26.767525,9d989b3f-f82f-4a78-82f0-69be51f53100,P-6075,food,1.0,11.34,11.34,S-018,South America,W-13,Africa,2.0,2.0,delivered,306.0,45.0,19.0,0.1,do_nothing,inventory sufficient for forecast,11.34,110.05,30.6,0.0,4.35,3.61,False,"Order 9d989b3f-f82f-4a78-82f0-69be51f53100: product P-6075 (food), qty 1, inventory 306, forecast 19 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000536,2025-11-21T06:45:26.767525,07a9afc2-475a-4019-a908-91fa0feb8062,P-4810,electronics,1.0,204.71,204.71,S-021,North America,W-02,North America,5.0,0.0,pending,270.0,52.0,20.0,0.98,do_nothing,inventory sufficient for forecast,204.71,74.56,27.0,0.0,4.58,4.11,False,"Order 07a9afc2-475a-4019-a908-91fa0feb8062: product P-4810 (electronics), qty 1, inventory 270, forecast 20 (conf 0.98)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000537,2025-11-21T06:55:26.767525,450a994a-9277-4a68-b915-0f41b9b7159b,P-9626,apparel,1.0,42.12,42.12,S-011,Oceania,W-12,Oceania,0.0,2.0,delivered,146.0,12.0,22.0,0.51,do_nothing,inventory sufficient for forecast,42.12,26.71,14.6,0.0,1.97,5.0,False,"Order 450a994a-9277-4a68-b915-0f41b9b7159b: product P-9626 (apparel), qty 1, inventory 146, forecast 22 (conf 0.51)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000538,2025-11-21T07:05:26.767525,53017b0d-b11b-46a9-afa8-4b6cba5795c2,P-4031,electronics,1.0,162.85,162.85,S-018,North America,W-03,Africa,3.0,0.0,delivered,199.0,62.0,2782.4044975640572,0.29,do_nothing,inventory sufficient for forecast,162.85,50.85,19.9,0.0,2.62,4.3,False,"Order 53017b0d-b11b-46a9-afa8-4b6cba5795c2: product P-4031 (electronics), qty 1, inventory 199, forecast 44 (conf 0.29)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000539,2025-11-21T07:15:26.767525,dc12ec98-6550-4e36-8a24-cbee7ca33da2,P-7425,automotive,1.0,155.27,155.27,S-015,Oceania,W-11,Africa,7.0,0.0,delivered,236.0,73.0,27.0,0.72,do_nothing,inventory sufficient for forecast,155.27,64.23,23.6,0.0,3.23,3.96,False,"Order dc12ec98-6550-4e36-8a24-cbee7ca33da2: product P-7425 (automotive), qty 1, inventory 236, forecast 27 (conf 0.72)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000540,2025-11-21T07:25:26.767525,2379f35e-02e3-4f83-b577-38a10a17f4c4,P-4840,pharma,2.0,32.06,64.12,S-030,North America,W-08,Asia,4.0,0.0,processing,227.0,63.0,10.0,0.11,do_nothing,inventory sufficient for forecast,64.12,90.43,22.7,0.0,1.04,4.8,False,"Order 2379f35e-02e3-4f83-b577-38a10a17f4c4: product P-4840 (pharma), qty 2, inventory 227, forecast 10 (conf 0.11)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000541,2025-11-21T07:35:26.767525,39a3a957-2b05-4e71-87df-593dd8139b2e,P-5281,furniture,7.0,345.62,2419.34,S-040,Europe,W-05,Asia,4.0,0.0,processing,276.0,52.0,0.0,0.9,do_nothing,inventory sufficient for forecast,2419.34,76.81,27.6,0.0,6.64,4.51,False,"Order 39a3a957-2b05-4e71-87df-593dd8139b2e: product P-5281 (furniture), qty 7, inventory 276, forecast 0 (conf 0.9)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000542,2025-11-21T07:45:26.767525,4eb43d4b-bd98-4326-84a9-1f39954bc8be,P-2752,apparel,9.0,41.63,374.67,S-049,Africa,W-07,Oceania,12.0,2.0,processing,109.0,52.0,18.0,0.1,do_nothing,inventory sufficient for forecast,374.67,52.88,10.9,0.0,39.75,4.48,False,"Order 4eb43d4b-bd98-4326-84a9-1f39954bc8be: product P-2752 (apparel), qty 9, inventory 109, forecast 18 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000543,2025-11-21T07:55:26.767525,5624b8f9-8e6d-4c58-b1c8-1bc909501412,P-2182,pharma,1.0,25.82,25.82,S-019,Africa,W-10,Africa,7.0,0.0,pending,161.0,63.0,30.0,0.97,do_nothing,inventory sufficient for forecast,25.82,67.81,16.1,0.0,1.16,4.0,False,"Order 5624b8f9-8e6d-4c58-b1c8-1bc909501412: product P-2182 (pharma), qty 1, inventory 161, forecast 30 (conf 0.97)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000544,2025-11-21T08:05:26.767525,a94be762-f846-4069-ae13-8395f8205130,P-2879,automotive,1.0,112.32,112.32,S-037,Asia,W-19,Europe,15.0,1.0,processing,164.0,79.0,26.0,0.99,do_nothing,inventory sufficient for forecast,112.32,83.07,16.4,0.0,1.88,4.06,False,"Order a94be762-f846-4069-ae13-8395f8205130: product P-2879 (automotive), qty 1, inventory 164, forecast 26 (conf 0.99)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000545,2025-11-21T08:15:26.767525,8e97bb57-700c-473b-afd0-0dbf7e72c091,P-1794,apparel,2.0,40.72,81.44,S-026,Asia,W-12,Oceania,4.0,1.0,processing,320.0,49.0,11.0,0.32,do_nothing,inventory sufficient for forecast,81.44,34.44,32.0,0.0,5.5,4.33,False,"Order 8e97bb57-700c-473b-afd0-0dbf7e72c091: product P-1794 (apparel), qty 2, inventory 320, forecast 11 (conf 0.32)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000546,2025-11-21T08:25:26.767525,eb70ff7c-dfe6-4294-ac52-939355a032e9,P-7876,pharma,7.0,32.76,229.32,S-012,North America,W-14,Africa,10.0,0.0,shipped,99.0,45.0,14.0,0.92,do_nothing,inventory sufficient for forecast,229.32,53.51,9.9,0.0,24.9,4.45,False,"Order eb70ff7c-dfe6-4294-ac52-939355a032e9: product P-7876 (pharma), qty 7, inventory 99, forecast 14 (conf 0.92)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000547,2025-11-21T08:35:26.767525,5d2be703-6864-4897-bd90-87fc2773a605,P-1493,food,4.0,12.17,48.68,S-032,Africa,W-09,Oceania,7.0,1.0,delivered,182.0,39.0,0.0,0.31,do_nothing,inventory sufficient for forecast,48.68,20.44,18.2,0.0,18.63,4.1,True,"Order 5d2be703-6864-4897-bd90-87fc2773a605: product P-1493 (food), qty 4, inventory 182, forecast 0 (conf 0.31)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000548,2025-11-21T08:45:26.767525,c8815d7d-f0bb-44e4-beae-5579fb00c97c,P-7000,automotive,3.0,171.52,514.56,S-009,Africa,W-13,Africa,5.0,3.0,delivered,145.0,40.0,28.0,0.83,do_nothing,inventory sufficient for forecast,514.56,115.29,14.5,0.0,2.98,4.83,False,"Order c8815d7d-f0bb-44e4-beae-5579fb00c97c: product P-7000 (automotive), qty 3, inventory 145, forecast 28 (conf 0.83)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000549,2025-11-21T08:55:26.767525,65583dd7-b7cc-4dec-bafd-467d4ac75798,P-3583,apparel,1.0,33.01,33.01,S-013,South America,W-13,Oceania,10.0,0.0,processing,123.0,26.0,1.0,0.82,do_nothing,inventory sufficient for forecast,33.01,51.97,12.3,0.0,0.42,4.18,False,"Order 65583dd7-b7cc-4dec-bafd-467d4ac75798: product P-3583 (apparel), qty 1, inventory 123, forecast 1 (conf 0.82)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000550,2025-11-21T09:05:26.767525,9000ccaa-86b3-4b27-b7cc-3d9a92aef8c8,P-1823,pharma,1.0,32.53,32.53,S-048,Europe,W-13,North America,5.0,0.0,processing,173.0,34.0,47.0,0.71,do_nothing,inventory sufficient for forecast,32.53,77.39,17.3,0.0,4.46,5.0,False,"Order 9000ccaa-86b3-4b27-b7cc-3d9a92aef8c8: product P-1823 (pharma), qty 1, inventory 173, forecast 47 (conf 0.71)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000551,2025-11-21T09:15:26.767525,eba966eb-7888-4127-a439-754acd033341,P-3971,food,5.0,10.24,51.2,S-024,Oceania,W-09,Oceania,9.0,3.0,shipped,138.0,57.0,31.0,0.88,do_nothing,inventory sufficient for forecast,51.2,180.17,13.8,0.0,8.43,3.92,False,"Order eba966eb-7888-4127-a439-754acd033341: product P-3971 (food), qty 5, inventory 138, forecast 31 (conf 0.88)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000552,2025-11-21T09:25:26.767525,4fc9abdb-96df-41c8-8886-a81e11e99e7a,P-5701,apparel,2.0,46.13,92.26,S-033,North America,W-10,Africa,2.0,0.0,delivered,312.0,22.0,10.0,0.29,do_nothing,inventory sufficient for forecast,92.26,34.63,31.2,0.0,4.5,4.13,False,"Order 4fc9abdb-96df-41c8-8886-a81e11e99e7a: product P-5701 (apparel), qty 2, inventory 312, forecast 10 (conf 0.29)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000553,2025-11-21T09:35:26.767525,859c9f37-2596-477d-9dcf-6194a9f84ce6,P-9879,food,1.0,9.56,9.56,S-044,Oceania,W-20,Africa,1.0,0.0,shipped,190.0,34.0,24.0,0.8,do_nothing,inventory sufficient for forecast,9.56,66.71,19.0,0.0,3.4,4.42,False,"Order 859c9f37-2596-477d-9dcf-6194a9f84ce6: product P-9879 (food), qty 1, inventory 190, forecast 24 (conf 0.8)",Action: do_nothing. Reason: inventory sufficient for forecast.
